"","TXA_ITIS","TXA_Level","TXA_Name","TXA_Binomial","TXA_Parent","TXA_Author","TXA_Year","TXA_CAAB","USER","TXA_Time","TXA_Group","TXA_ReleaseDate","TXA_ExpReleaseDate","TXA_Created_At","TXA_Updated_At","TXA_WoRMsID"
"211",-756,143,"rosa","Megabalanus rosa",89657,"Pilsbry 1916",NA,NA,"Admin",NA,"Crustaceans-Barnacles",2099-01-01,NA,NA,NA,NA
"212",-754,143,"akkeshiensis","Polysiphonia akkeshiensis",13440,"Segi 1951",NA,NA,"Admin",NA,"Algae",2099-01-01,NA,NA,NA,NA
"213",-752,143,"secundatum","Ceramium secundatum",12978,"Lyngbye 1819",NA,NA,"Admin",NA,"Algae",2099-01-01,NA,NA,NA,NA
"214",-750,143,"unimaculatus","Siganus unimaculatus",-749,"Evermann & Seale, 1907",NA,NA,"Admin",NA,"Fishes",2099-01-01,NA,NA,NA,NA
"215",-749,142,"Siganus",NA,-748,NA,NA,NA,"Admin",NA,NA,2099-01-01,NA,NA,NA,NA
"216",-748,140,"Siganidae",NA,172249,NA,NA,NA,"Admin",NA,NA,2099-01-01,NA,NA,NA,NA
"217",-747,143,"cf. simula","Cephalothrix cf. simula",-746,"Iwata 1951",NA,NA,"Admin",NA,"Nemerteans",2099-01-01,NA,NA,NA,NA
"218",-746,142,"Cephalothrix",NA,-745,NA,NA,NA,"Admin",NA,NA,2099-01-01,NA,NA,NA,NA
"219",-745,140,"Cephalothricidae",NA,-744,NA,NA,NA,"Admin",NA,NA,2099-01-01,NA,NA,NA,NA
"220",-744,133,"Palaeonemertea",NA,57411,NA,NA,NA,"Admin",NA,NA,2099-01-01,NA,NA,NA,NA
"221",-743,143,"acuminatus","Heniochus acuminatus",169648,"Linnaeus, 1758",NA,NA,"Admin",NA,"Fishes",2099-01-01,NA,NA,NA,NA
"222",-742,143,"spiralis","Fucus spiralis",11334,"Linnaeus 1758",NA,NA,"Admin",NA,"Algae",2099-01-01,NA,NA,NA,NA
"223",-741,143,"dubyi","Schizymenia dubyi",-740,"(Chauvin ex Duby) J.Agardh 1830",NA,NA,"Admin",NA,"Algae",2099-01-01,NA,NA,NA,NA
"224",-740,142,"Schizymenia",NA,-739,NA,NA,NA,"Admin",NA,NA,2099-01-01,NA,NA,NA,NA
"225",-739,140,"Schizymeniaceae",NA,-738,NA,NA,NA,"Admin",NA,NA,2099-01-01,NA,NA,NA,NA
"226",-738,136,"Nemastomatales",NA,11585,NA,NA,NA,"Admin",NA,NA,2099-01-01,NA,NA,NA,NA
"227",-737,143,"clathratioides","Ulva clathratioides",-551,"L.G.Kraft, Kraft & R.F.Waller 2010",NA,NA,"Admin",NA,"Algae",2099-01-01,NA,NA,NA,NA
"228",-736,143,"asiatica","Grateloupia asiatica",12571,"Kawaguchi & Wang 2001",NA,NA,"Admin",NA,"Algae",2099-01-01,NA,NA,NA,NA
"229",-735,143,"tanakae","Symphyocladia tanakae",-937,"Uwai and Masuda 1999",NA,NA,"Admin",NA,"Algae",2099-01-01,NA,NA,NA,NA
"230",-734,142,"Symphyocladia",NA,-734,NA,NA,NA,"Admin",NA,NA,2099-01-01,NA,NA,NA,NA
"231",-733,143,"chorda","Gracilariopsis chorda",-732,"(Holmes) Ohmi 1958",NA,NA,"Admin",NA,"Algae",2099-01-01,NA,NA,NA,NA
"232",-732,142,"Gracilariopsis",NA,11983,NA,NA,NA,"Admin",NA,NA,2099-01-01,NA,NA,NA,NA
"233",-731,143,"claytonii","Colpomenia claytoniae",11424,"Boo, Lee, Cho & Nelson 2011",NA,NA,"Admin",NA,"Algae",2016-01-01,NA,NA,NA,NA
"234",-730,142,"Pachymeniopsis",NA,12557,NA,NA,NA,"Admin",NA,NA,2099-01-01,NA,NA,NA,NA
"235",-728,143,"maxima","Bryopsis maxima",9313,"Okamura 1936",NA,NA,"Admin",NA,"Algae",2099-01-01,NA,NA,NA,NA
"236",-727,140,"Chordaceae",NA,-18,NA,NA,NA,"Admin",NA,NA,2099-01-01,NA,NA,NA,NA
"237",-726,140,"Zancleidae",NA,613022,NA,NA,NA,"Admin",NA,NA,2099-01-01,NA,NA,NA,NA
"238",-725,143,"cucullata complex","Saccostrea cucullata complex",-723,"(Born, 1778)",NA,NA,"Admin",NA,"Mollusks-Bivalves",2017-09-26,NA,NA,NA,NA
"239",-723,142,"Saccostrea",NA,79866,NA,NA,NA,"Admin",NA,NA,2099-01-01,NA,NA,NA,NA
"240",-722,143,"ohnoi","Ulva ohnoi",-551,"M. Hiraoka & S. Shimada, 2004",NA,NA,"Admin",NA,"Algae",2099-01-01,NA,NA,NA,NA
"241",-721,143,"asiatica","Chorda asiatica",-720,"Sasaki & Kawai 2007",NA,NA,"Admin",NA,"Algae",2017-06-21,2017-02-16,NA,NA,NA
"242",-720,142,"Chorda",NA,-727,NA,NA,NA,"Admin",NA,NA,2099-01-01,NA,NA,NA,NA
"243",-718,143,"orientalis","Dendronotus orientalis",-717,"Baba 1932",NA,NA,"Admin",NA,"Mollusks-Gastropods",2017-06-21,NA,NA,NA,NA
"244",-717,142,"Dendronotus",NA,-716,NA,NA,NA,"Admin",NA,NA,2099-01-01,NA,NA,NA,NA
"245",-716,140,"Dendronotidae",NA,78156,NA,NA,NA,"Admin",NA,NA,2099-01-01,NA,NA,NA,NA
"246",-715,143,"crystallinus","Lophopus crystallinus",-714,"Pallas 1768",NA,NA,"Admin",NA,"Bryozoans",2099-01-01,NA,NA,NA,NA
"247",-714,142,"Lophopus",NA,156714,NA,NA,NA,"Admin",NA,NA,2099-01-01,NA,NA,NA,NA
"248",-711,140,"Paradoxostomidae",NA,609966,"Brady & Norman1889",NA,NA,"Admin",NA,NA,2099-01-01,NA,NA,NA,NA
"249",-710,140,"Keysercytheridae",NA,609966,"Karanovic and Brandaeo 2015",NA,NA,"Admin",NA,NA,2099-01-01,NA,NA,NA,NA
"250",-709,143,"secundatum","Acrochaetium secundatum",-708,"(Lyngbye) N<e4>geli",NA,NA,"Admin",NA,"Algae",2099-01-01,NA,NA,NA,NA
"251",-708,142,"Acrochaetium",NA,-707,NA,NA,NA,"Admin",NA,NA,2099-01-01,NA,NA,NA,NA
"252",-707,140,"Acrochaetiaceae",NA,-706,NA,NA,NA,"Admin",NA,NA,2099-01-01,NA,NA,NA,NA
"253",-706,136,"Acrochaetiales",NA,11585,NA,NA,NA,"Admin",NA,NA,2099-01-01,NA,NA,NA,NA
"254",-705,143,"pullitarsis","Lipara pullitarsis",147876,"Dosko?il & Chv<e1>la, 1971",NA,NA,"Admin",NA,"Arthropoda-Insects",2099-01-01,NA,NA,NA,NA
"255",-703,143,"coheni","Branchiomma coheni",-654,"Tovar-Hern&aacute;ndez &amp; Knight-Jones 2006",NA,NA,"Admin",NA,"Annelids-Polychaetes",2016-03-09,NA,NA,NA,NA
"256",-701,143,"robusta","Ciona robusta",159112,"Hoshino and Tokioka 1967",NA,NA,"Admin",NA,"Tunicates",2013-01-01,NA,NA,NA,NA
"257",-700,143,"kadiakensis","Palaemon kadiakensis",96449,"Rathbun, 1902",NA,NA,"Admin",NA,"Crustaceans-Shrimp",2016-03-09,NA,NA,NA,NA
"258",-699,143,"SD1","Diplocirrus SD1",-698,"Rowe, 1998",NA,NA,"Admin",NA,"Annelids-Polychaetes",2015-12-10,NA,NA,NA,NA
"259",-698,142,"Diplocirrus",NA,-697,NA,NA,NA,"Admin",NA,NA,2099-01-01,NA,NA,NA,NA
"260",-697,140,"Flabelligeridae",NA,555672,NA,NA,NA,"Admin",NA,NA,2099-01-01,NA,NA,NA,NA
"261",-696,141,"Spirorbinae",NA,68232,"Kupriyanova 2003,",NA,NA,"Admin",NA,NA,2099-01-01,NA,NA,NA,NA
"262",-695,141,"Serpulinae",NA,68232,NA,NA,NA,"Admin",NA,NA,2099-01-01,NA,NA,NA,NA
"263",-694,143,"sp. LH1","Branchiomma sp. LH1",-654,"Leslie Harris",NA,NA,"Admin",NA,"Annelids-Polychaetes",2015-12-10,NA,NA,NA,NA
"264",-693,142,"Bugulina",NA,156048,NA,NA,NA,"Admin",NA,NA,2099-01-01,NA,NA,NA,NA
"265",-692,143,"sikamea","Crassostrea sikamea",79867,"(Amemiya, 1928)",NA,NA,"Admin",NA,"Mollusks-Bivalves",2015-03-31,NA,NA,NA,NA
"266",-691,143,"yessoensis","Mizuhopecten yessoensis",-690,"(Jay, 1857)",NA,NA,"Admin",NA,"Mollusks-Bivalves",2015-03-31,NA,NA,NA,NA
"267",-690,142,"Mizuhopecten",NA,79611,NA,NA,NA,"Admin",NA,NA,2099-01-01,NA,NA,NA,NA
"268",-689,143,"caduciramulosa","Laurencia caduciramulosa",-688,"Masuda & Kawaguchi 1997",NA,NA,"Admin",NA,"Algae",2099-01-01,NA,NA,NA,NA
"269",-688,142,"Laurencia",NA,13439,NA,NA,NA,"Admin",NA,NA,2099-01-01,NA,NA,NA,NA
"270",-687,141,"Syllinae",NA,65587,NA,NA,NA,"Admin",NA,NA,2099-01-01,NA,NA,NA,NA
"271",-686,141,"Autolytinae",NA,65587,NA,NA,NA,"Admin",NA,NA,2099-01-01,NA,NA,NA,NA
"272",-685,141,"Eusyllinae",NA,65587,NA,NA,NA,"Admin",NA,NA,2099-01-01,NA,NA,NA,NA
"273",-684,143,"neglecta","Marenzelleria neglecta",-46,"Sikorski and Bick, 2004",NA,NA,"Admin",NA,"Annelids-Polychaetes",2015-12-10,2015-03-31,NA,NA,NA
"274",-683,143,"okadai","Proceraea okadai",-682,"(Imajima, 1966)",NA,NA,"Admin",NA,"Annelids-Polychaetes",2015-12-10,2015-03-31,NA,NA,NA
"275",-682,142,"Proceraea",NA,-686,"Ehlers 1864",NA,NA,"Admin",NA,NA,2099-01-01,NA,NA,NA,NA
"276",-681,143,"pyroferus","Acanthurus pyroferus",172251,"Kittlitz 1834",NA,NA,"Admin",NA,"Fishes",2099-01-01,NA,NA,NA,NA
"277",-680,143,"salsa","Spurwinkia salsa",-881,"(Pilsbry, 1905)",NA,NA,"Admin",NA,"Mollusks-Gastropods",2015-06-29,2015-04-09,NA,NA,NA
"278",-679,142,"Spurwinkia",NA,70493,NA,NA,NA,"Admin",NA,NA,2099-01-01,NA,NA,NA,NA
"279",-678,143,"convoluta","Myrianida convoluta",65862,"(Cognetti, 1953)",NA,NA,"Admin",NA,"Annelids-Polychaetes",2015-12-10,2015-03-31,NA,NA,NA
"280",-677,143,"noroi","Epigamia noroi",-676,"(Imajima &amp; Hartman, 1964)",NA,NA,"Admin",NA,"Annelids-Polychaetes",2015-12-10,2015-03-31,NA,NA,NA
"281",-676,142,"Epigamia",NA,-686,NA,NA,NA,"Admin",NA,NA,2099-01-01,NA,NA,NA,NA
"282",-675,143,"adspersus","Palaemon adspersus",96449,"Rathke, 1837",NA,NA,"Admin",NA,"Crustaceans-Shrimp",2016-03-09,NA,NA,NA,NA
"283",-674,143,"simplex","Bugulina simplex",-693,"Hincks, 1886",NA,NA,"Admin",NA,"Bryozoans",2013-06-13,NA,NA,NA,NA
"284",-673,143,"diversicolor","Hediste diversicolor",-636,"(O.F. M&uuml;ller, 1776)",NA,NA,"Admin",NA,"Annelids-Polychaetes",2015-12-10,2015-03-31,NA,NA,NA
"285",-672,143,"riisei","Carijoa riisei",-671,"(Duchassaing &amp; Michelotti, 1860)",NA,NA,"Admin",NA,"Cnidarians-Anthozoans",2013-06-13,NA,NA,NA,NA
"286",-671,142,"Carijoa",NA,-670,NA,NA,NA,"Admin",NA,NA,2099-01-01,NA,NA,NA,NA
"287",-670,140,"Clavulariidae",NA,-669,NA,NA,NA,"Admin",NA,NA,2099-01-01,NA,NA,NA,NA
"288",-669,137,"Stolonifera",NA,-668,NA,NA,NA,"Admin",NA,NA,2099-01-01,NA,NA,NA,NA
"289",-668,136,"Alcyonacea",NA,-667,NA,NA,NA,"Admin",NA,NA,2099-01-01,NA,NA,NA,NA
"290",-667,134,"Octocorallia",NA,51938,NA,NA,NA,"Admin",NA,NA,2099-01-01,NA,NA,NA,NA
"291",-666,143,"gammarellus","Orchestia gammarellus",-665,"(Pallas, 1766)",NA,NA,"Admin",NA,"Crustaceans-Amphipods",2017-06-21,NA,NA,NA,NA
"292",-665,142,"Orchestia",NA,95032,NA,NA,NA,"Admin",NA,NA,2099-01-01,NA,NA,NA,NA
"293",-664,143,"laetevirens","Ulva laetevirens",-551,"Areschoug 1854",NA,NA,"Admin",NA,"Algae",2099-01-01,NA,NA,NA,NA
"294",-663,143,"pusilla","Paracaprella pusilla",-662,"Mayer, 1890",NA,NA,"Admin",NA,"Crustaceans-Amphipods",2017-09-27,NA,NA,NA,NA
"295",-662,142,"Paracaprella",NA,95375,NA,NA,NA,"Admin",NA,NA,2099-01-01,NA,NA,NA,NA
"296",-661,143,"nigroviridis","Tetraodon nigroviridis",-660,"Marion de Proc<e9> 1822",NA,NA,"Admin",NA,"Fishes",2099-01-01,NA,NA,NA,NA
"297",-660,142,"Tetraodon",NA,646100,NA,NA,NA,"Admin",NA,NA,2099-01-01,NA,NA,NA,NA
"298",-659,142,"Rocio",NA,169770,NA,NA,NA,"Admin",NA,NA,2099-01-01,NA,NA,NA,NA
"299",-658,143,"fasciatus","Oplegnathus fasciatus",-657,"Temminck and Schlegel, 1844",NA,NA,"Admin",NA,"Fishes",2099-01-01,NA,NA,NA,NA
"300",-657,142,"Oplegnathus",NA,-656,NA,NA,NA,"Admin",NA,NA,2099-01-01,NA,NA,NA,NA
"301",-656,140,"Oplegnathidae",NA,167641,NA,NA,NA,"Admin",NA,NA,2099-01-01,NA,NA,NA,NA
"302",-655,143,"bairdi","Branchiomma bairdi",-654,"(McIntosh, 1885)",NA,NA,"Admin",NA,"Annelids-Polychaetes",2015-12-10,2015-03-31,NA,NA,NA
"303",-654,142,"Branchiomma",NA,68076,NA,NA,NA,"Admin",NA,NA,2099-01-01,NA,NA,NA,NA
"304",-653,143,"ezoensis","Melanochlamys ezoensis",-652,"Baba, 1957",NA,NA,"Admin",NA,"Mollusks-Gastropods",2017-01-01,NA,NA,NA,NA
"305",-652,142,"Melanochlamys",NA,-651,NA,NA,NA,"Admin",NA,NA,2099-01-01,NA,NA,NA,NA
"306",-651,140,"Aglajidae",NA,76047,NA,NA,NA,"Admin",NA,NA,2099-01-01,NA,NA,NA,NA
"307",-650,143,"disjunctivus","Pterygoplichthys disjunctivus",164372,"(Weber, 1991)",NA,NA,"Admin",NA,"Fishes",2099-01-01,NA,NA,NA,NA
"308",-649,143,"nigrum","Botrylloides niger",-99,"Herdman, 1886",NA,NA,"Admin",NA,"Tunicates",2017-09-26,NA,NA,NA,NA
"309",-648,140,"Cyclopettidae",NA,88530,NA,NA,NA,"Admin",NA,NA,2099-01-01,NA,NA,NA,NA
"310",-647,143,"servilia","Crocothemis servilia",-646,"Drury, 1773",NA,NA,"Admin",NA,"Arthropoda-Insects",2099-01-01,NA,NA,NA,NA
"311",-646,142,"Crocothemis",NA,-643,NA,NA,NA,"Admin",NA,NA,2099-01-01,NA,NA,NA,NA
"312",-643,140,"Libellulidae",NA,-642,NA,NA,NA,"Admin",NA,NA,2099-01-01,NA,NA,NA,NA
"313",-642,137,"Anisoptera",NA,-641,NA,NA,NA,"Admin",NA,NA,2099-01-01,NA,NA,NA,NA
"314",-641,136,"Odonata",NA,-640,NA,NA,NA,"Admin",NA,NA,2099-01-01,NA,NA,NA,NA
"315",-640,208,"Palaeoptera",NA,100500,NA,NA,NA,"Admin",NA,NA,2099-01-01,NA,NA,NA,NA
"316",-639,142,"tinca","Tinca tinca",-913,"Linnaeus 1758",NA,NA,"Admin",NA,"Fishes",2099-01-01,NA,NA,NA,NA
"317",-637,143,"diadroma","Hediste diadroma",-636,"Sato and Nakashima, 2003",NA,NA,"Admin",NA,"Annelids-Polychaetes",2015-12-10,2015-03-31,NA,NA,NA
"318",-636,142,"Hediste",NA,65870,NA,NA,NA,"Admin",NA,NA,2099-01-01,NA,NA,NA,NA
"319",-635,143,"siamensis","Macrognathus siamensis",-634,"(G<fc>nther, 1861)",NA,NA,"Admin",NA,"Fishes",2099-01-01,NA,NA,NA,NA
"320",-634,142,"Macrognathus",NA,-633,NA,NA,NA,"Admin",NA,NA,2099-01-01,NA,NA,NA,NA
"321",-633,140,"Mastacembelidae",NA,-632,NA,NA,NA,"Admin",NA,NA,2099-01-01,NA,NA,NA,NA
"322",-632,137,"Mastacembeloidei",NA,166686,NA,NA,NA,"Admin",NA,NA,2099-01-01,NA,NA,NA,NA
"323",-631,143,"sp.","Anadynomene sp.",-630,"Collado-Vides et al. 2013",NA,NA,"Admin",NA,"Algae",2099-01-01,2017-02-16,NA,NA,NA
"324",-630,142,"Anadyomene",NA,-629,NA,NA,NA,"Admin",NA,NA,2099-01-01,NA,NA,NA,NA
"325",-629,140,"Anadyomenaceae",NA,-628,NA,NA,NA,"Admin",NA,NA,2099-01-01,NA,NA,NA,NA
"326",-628,136,"Cladophorales",NA,5415,NA,NA,NA,"Admin",NA,NA,2099-01-01,NA,NA,NA,NA
"327",-626,143,"sp.","Gymnothorax sp.",-625,NA,NA,NA,"Admin",NA,"Fishes",2099-01-01,NA,NA,NA,NA
"328",-625,142,"Gymnothorax",NA,-624,NA,NA,NA,"Admin",NA,NA,2099-01-01,NA,NA,NA,NA
"329",-624,140,"Muraenidae",NA,161124,NA,NA,NA,"Admin",NA,NA,2099-01-01,NA,NA,NA,NA
"330",-623,143,"galericulata","Aix galericulata",-622,"Linnaeus 1758",NA,NA,"Admin",NA,"Birds",2099-01-01,NA,NA,NA,NA
"331",-622,142,"Aix",NA,174983,NA,NA,NA,"Admin",NA,NA,2099-01-01,NA,NA,NA,NA
"332",-621,143,"palmata","Melita palmata",93806,"(Montagu, 1804)",NA,NA,"Admin",NA,"Crustaceans-Amphipods",2099-01-01,2099-01-01,NA,NA,NA
"333",-620,143,"macrolepidotum","Moxostoma macrolepidotum",-619,"Leseur 1821",NA,NA,"Admin",NA,"Fishes",2099-01-01,NA,NA,NA,NA
"334",-619,142,"Moxostoma",NA,-618,NA,NA,NA,"Admin",NA,NA,2099-01-01,NA,NA,NA,NA
"335",-618,140,"Catostomidae",NA,-617,NA,NA,NA,"Admin",NA,NA,2099-01-01,NA,NA,NA,NA
"336",-617,139,"Cobitoidea",NA,162846,NA,NA,NA,"Admin",NA,NA,2099-01-01,NA,NA,NA,NA
"337",-616,143,"blennioides","Etheostoma blennioides",168357,"Rafinesque,1819",NA,NA,"Admin",NA,"Fishes",2099-01-01,NA,NA,NA,NA
"338",-615,143,"peruviana","Anomia peruviana",79796,"d<U+0092>Orbigny, 1846",NA,NA,"Admin",NA,"Mollusks-Bivalves",2015-03-31,2013-12-01,NA,NA,NA
"339",-614,142,"Herichthys",NA,169770,NA,NA,NA,"Admin",NA,NA,2099-01-01,NA,NA,NA,NA
"340",-613,143,"fuscus","Cyperus fuscus",39882,"L.",NA,NA,"Admin",NA,"Plants",2099-01-01,2099-01-01,NA,NA,NA
"341",-612,143,"coregoni","Bosmina coregoni",-611,"Baird, 1857",NA,NA,"Admin",NA,"Crustaceans-Cladocerans",2015-07-09,2015-05-18,NA,NA,NA
"342",-611,142,"Bosmina",NA,-610,NA,NA,NA,"Admin",NA,NA,2099-01-01,2099-01-01,NA,NA,NA
"343",-610,140,"Bosminidae",NA,609958,NA,NA,NA,"Admin",NA,NA,2099-01-01,2099-01-01,NA,NA,NA
"344",-608,143,"palustris","Stachys palustris",-607,"Linnaeus 1758",NA,NA,"Admin",NA,"Plants",2099-01-01,2099-01-01,NA,NA,NA
"345",-607,142,"Stachys",NA,32251,NA,NA,NA,"Admin",NA,"Plants",2099-01-01,2099-01-01,NA,NA,NA
"346",-606,143,"parasita","Ripistes parasita",-605,"Schmidt 1847",NA,NA,"Admin",NA,"Annelids-Oligochaetes",2099-01-01,2099-01-01,NA,NA,NA
"347",-605,142,"Ripistes",NA,68854,NA,NA,NA,"Admin",NA,"Annelids-Oligochaetes",2099-01-01,2099-01-01,NA,NA,NA
"348",-603,143,"taiwanensis","Grateloupia taiwanensis",12571,"S.-M.Lin & H.Y.Liang 2008",NA,NA,"Admin",NA,"Algae",2099-01-01,2099-01-01,NA,NA,NA
"349",-600,143,"versicolor","Panulirus versicolor",-599,"(Latrielle, 1804)",NA,NA,"Admin",NA,"Crustaceans-Lobsters",2013-01-01,2099-01-01,NA,NA,NA
"350",-599,142,"Panulirus",NA,-598,"Weber 1795",NA,NA,"Admin",NA,NA,2099-01-01,2099-01-01,NA,NA,NA
"351",-598,140,"Panuliridae",NA,-597,NA,NA,NA,"Admin",NA,NA,2099-01-01,2099-01-01,NA,NA,NA
"352",-597,138,"Achelata",NA,96105,"Scholtz & Richter, 1995",NA,NA,"Admin",NA,NA,2099-01-01,2099-01-01,NA,NA,NA
"353",-595,143,"pseudoglobulus","Sphaeridiotrema pseudoglobulus",-594,"McLaughlin, Scott, and Huffman 1993",NA,NA,"Admin",NA,"Platyhelminthes",2099-01-01,2099-01-01,NA,NA,NA
"354",-594,142,"Sphaeridiotrema",NA,-593,NA,NA,NA,"Admin",NA,"Platyhelminthes",2099-01-01,2099-01-01,NA,NA,NA
"355",-593,140,"Psilostomatidae",NA,55966,NA,NA,NA,"Admin",NA,NA,2099-01-01,2099-01-01,NA,NA,NA
"356",-592,143,"bushiensis","Cyathocotyle bushiensis",-591,"Khan, 1962",NA,NA,"Admin",NA,"Platyhelminthes",2099-01-01,2099-01-01,NA,NA,NA
"357",-591,142,"Cyathocotyle",NA,-590,"Poche, 1926",NA,NA,"Admin",NA,"Platyhelminthes",2099-01-01,2099-01-01,NA,NA,NA
"358",-590,140,"Cyathocotylidae",NA,55190,NA,NA,NA,"Admin",NA,"Platyhelminthes",2099-01-01,2099-01-01,NA,NA,NA
"359",-588,143,"semicirculatus","Pomacanthus semicirculatus",169631,"Cuvier in Cuvier and Valenciennes, 1831",NA,NA,"Admin",NA,"Fishes",2099-01-01,2099-01-01,NA,NA,NA
"360",-586,143,"turnerae","Teredinibacter turnerae",-585,"Distel et al. 2002",NA,NA,"Admin",NA,"Bacteria",2099-01-01,2099-01-01,NA,NA,NA
"361",-585,142,"Teredinibacter",NA,-584,"Distel et al. 2002",NA,NA,"Admin",NA,"Bacteria",2099-01-01,2099-01-01,NA,NA,NA
"362",-584,140,"Alteromonadaceae",NA,55,NA,NA,NA,"Admin",NA,NA,2099-01-01,2099-01-01,NA,NA,NA
"363",-583,143,"miamiensis","Ficopomatus miamiensis",68349,"Treadwell 1934",NA,NA,"Admin",NA,"Annelids-Polychaetes",2015-12-10,2015-03-31,NA,NA,NA
"364",-581,143,"crassipes","Eichhornia crassipes",-580,"Mart.) Solms",NA,NA,"Admin",NA,"Plants",2099-01-01,2099-01-01,NA,NA,NA
"365",-580,142,"Eichhornia",NA,-579,NA,NA,NA,"Admin",NA,NA,2099-01-01,2099-01-01,NA,NA,NA
"366",-579,140,"Pontederiaceae",NA,39093,NA,NA,NA,"Admin",NA,NA,2099-01-01,2099-01-01,NA,NA,NA
"367",-578,143,"sp. A","Dasya sp. A",13403,"Hughey et al. 2009",NA,NA,"Admin",NA,"Algae",2099-01-01,2099-01-01,NA,NA,NA
"368",-577,143,"sessilis","Dasya sessilis",13403,"Yamada 1928",NA,NA,"Admin",NA,"Algae",2099-01-01,2099-01-01,NA,NA,NA
"369",-576,143,"yoshizakii","Pikea yoshizakii",12265,"Maggs & B.A.Ward 1996",NA,NA,"Admin",NA,"Algae",2099-01-01,2099-01-01,NA,NA,NA
"370",-575,143,"tepidus","Chondracanthus tepidus",-574,"(Hollenberg) Guiry",NA,NA,"Admin",NA,"Algae",2099-01-01,2099-01-01,NA,NA,NA
"371",-574,142,"Chondracanthus",NA,12090,NA,NA,NA,"Admin",NA,NA,2099-01-01,2099-01-01,NA,NA,NA
"372",-572,143,"inopinata","Tricellaria inopinata",156135,"d'Hondt &amp; Occhipinti Ambrogi, 1985",NA,NA,"Admin",NA,"Bryozoans",2013-06-13,2099-01-01,NA,NA,NA
"373",-571,143,"michaeli","Pachycordyle michaeli",51440,"(Berrill 1948)",NA,NA,"Admin",NA,"Cnidarians-Hydrozoans",2013-11-11,2099-01-01,NA,NA,NA
"374",-570,143,"holbrooki","Gambusia holbrooki",165877,"Girard 1859",NA,NA,"Admin",NA,"Fishes",2099-01-01,2099-01-01,NA,NA,NA
"375",-569,143,"inflata","Corella inflata",159155,"Huntsman, 1912",NA,NA,"Admin",NA,"Tunicates",2013-01-01,2099-01-01,NA,NA,NA
"376",-568,140,"Cordylophoridae",NA,571696,NA,NA,NA,"Admin",NA,NA,2099-01-01,2099-01-01,NA,NA,NA
"377",-567,143,"pentadentata","Myrianida pentadentata",65862,"(Imajima, 1966)",NA,NA,"Admin",NA,"Annelids-Polychaetes",2015-12-10,2015-03-31,NA,NA,NA
"378",-566,143,"latipes","Rhinoncomimus latipes",-565,"Korotyaev",NA,NA,"Admin",NA,"Arthropoda-Insects",2099-01-01,2099-01-01,NA,NA,NA
"379",-565,142,"Rhinoncomimus",NA,114666,NA,NA,NA,"Admin",NA,NA,2099-01-01,2099-01-01,NA,NA,NA
"380",-563,143,"sagamiensis","Polyandrocarpa sagamiensis",159416,"Tokioka, 1953",NA,NA,"Admin",NA,"Tunicates",2013-01-01,2099-01-01,NA,NA,NA
"381",-562,143,"sp. 1","Mastigias sp. 1",51806,"Bayha and Graham, 2011",NA,NA,"Admin",NA,"Cnidarians-Scyphozoans",2013-11-11,2099-01-01,NA,NA,NA
"382",-561,143,"marmoratus","Nanophyes marmoratus",617195,NA,NA,NA,"Admin",NA,"Arthropoda-Insects",2099-01-01,2099-01-01,NA,NA,NA
"383",-560,143,"chesapeakensis","Conopeum chesapeakensis",155834,"Banta, Perez &amp;&nbsp;Santagata, 1995",NA,NA,"Admin",NA,"Bryozoans",2013-06-13,2099-01-01,NA,NA,NA
"384",-558,142,"Ilyanassa",NA,74102,"Stimpson 1865",NA,NA,"Admin",NA,NA,2099-01-01,2099-01-01,NA,NA,NA
"385",-557,143,"pygmaeus group","Microphallus pygmaeus Group",56479,"Levinsen 1881",NA,NA,"Admin",NA,"Platyhelminthes",2099-01-01,2099-01-01,NA,NA,NA
"386",-556,143,"arenaria","Maritrema arenaria",56453,"Hadley and Castle 1940",NA,NA,"Admin",NA,"Platyhelminthes",2099-01-01,2099-01-01,NA,NA,NA
"387",-555,143,"similis","Microphallus similis",56479,"(Jagerskiold, 1900) Baer 1943",NA,NA,"Admin",NA,"Platyhelminthes",2099-01-01,2099-01-01,NA,NA,NA
"388",-554,143,"lanceolata","Pachymeniopsis lanceolata",-730,"(Okamura) Kawaguchi 1934",NA,NA,"Admin",NA,"Algae",2099-01-01,2099-01-01,NA,NA,NA
"389",-553,143,"nayadiformis","Acanthophora nayadiformis",183216,"Delile (Papenf.)",NA,NA,"Admin",NA,"Algae",2099-01-01,2099-01-01,NA,NA,NA
"390",-552,143,"australis","Ulva australis",-551,"Areschoug 1854",NA,NA,"Admin",NA,"Algae",2017-06-21,2017-02-16,NA,NA,NA
"391",-551,142,"Ulva",NA,-550,NA,NA,NA,"Admin",NA,NA,2099-01-01,2099-01-01,NA,NA,NA
"392",-550,140,"Ulvaceae",NA,-549,NA,NA,NA,"Admin",NA,NA,2099-01-01,2099-01-01,NA,NA,NA
"393",-549,136,"Ulotrichales",NA,5415,NA,NA,NA,"Admin",NA,NA,2099-01-01,2099-01-01,NA,NA,NA
"394",-548,143,"setiferoides","Lepocreadium setiferoides",56808,"Miller & Northup 1926",NA,NA,"Admin",NA,"Platyhelminthes",2099-01-01,2099-01-01,NA,NA,NA
"395",-547,143,"sp.","Gigantobilharzia sp.",55325,"Brant et al. 2010",NA,NA,"Admin",NA,"Platyhelminthes",2099-01-01,2099-01-01,NA,NA,NA
